2025-01-25 15:02:58 UTC | CORE | DEBUG | (pkg/util/log/log.go:791 in func1) | 'use_proxy_for_cloud_metadata' is enabled: adding cloud provider URL to the no_proxy list
          "sourcefile": null
        },
        {
          "name": "backtrace_functions",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "bgwriter_delay",
          "pending_restart": false,
          "setting": "200",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "bgwriter_flush_after",
          "pending_restart": false,
          "setting": "64",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "bgwriter_lru_maxpages",
          "pending_restart": false,
          "setting": "100",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "bgwriter_lru_multiplier",
          "pending_restart": false,
          "setting": "2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "block_size",
          "pending_restart": false,
          "setting": "8192",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "bonjour",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "bonjour_name",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "bytea_output",
          "pending_restart": false,
          "setting": "hex",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "check_function_bodies",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "checkpoint_completion_target",
          "pending_restart": false,
          "setting": "0.9",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "checkpoint_flush_after",
          "pending_restart": false,
          "setting": "32",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "checkpoint_timeout",
          "pending_restart": false,
          "setting": "300",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "checkpoint_warning",
          "pending_restart": false,
          "setting": "30",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "client_connection_check_interval",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "client_encoding",
          "pending_restart": false,
          "setting": "UTF8",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "client_min_messages",
          "pending_restart": false,
          "setting": "notice",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "cluster_name",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "commit_delay",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "commit_siblings",
          "pending_restart": false,
          "setting": "5",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "compute_query_id",
          "pending_restart": false,
          "setting": "auto",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "config_file",
          "pending_restart": false,
          "setting": "/etc/postgresql/postgresql.conf",
          "source": "override",
          "sourcefile": null
        },
        {
          "name": "constraint_exclusion",
          "pending_restart": false,
          "setting": "partition",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "cpu_index_tuple_cost",
          "pending_restart": false,
          "setting": "0.005",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "cpu_operator_cost",
          "pending_restart": false,
          "setting": "0.0025",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "cpu_tuple_cost",
          "pending_restart": false,
          "setting": "0.01",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "createrole_self_grant",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "cursor_tuple_fraction",
          "pending_restart": false,
          "setting": "0.1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "data_checksums",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "data_directory",
          "pending_restart": false,
          "setting": "/var/lib/postgresql/data",
          "source": "override",
          "sourcefile": null
        },
        {
          "name": "data_directory_mode",
          "pending_restart": false,
          "setting": "0700",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "data_sync_retry",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "DateStyle",
          "pending_restart": false,
          "setting": "ISO, MDY",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "db_user_namespace",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "deadlock_timeout",
          "pending_restart": false,
          "setting": "1000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_assertions",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_discard_caches",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_io_direct",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_logical_replication_streaming",
          "pending_restart": false,
          "setting": "buffered",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_parallel_query",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_pretty_print",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_print_parse",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_print_plan",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "debug_print_rewritten",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "default_statistics_target",
          "pending_restart": false,
          "setting": "100",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "default_table_access_method",
          "pending_restart": false,
          "setting": "heap",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "default_tablespace",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "default_text_search_config",
          "pending_restart": false,
          "setting": "pg_catalog.english",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "default_toast_compression",
          "pending_restart": false,
          "setting": "pglz",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "default_transaction_deferrable",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "default_transaction_isolation",
          "pending_restart": false,
          "setting": "read committed",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "default_transaction_read_only",
          "pending_restart": false,
          "setting": "off",
          "source": "session",
          "sourcefile": null
        },
        {
          "name": "dynamic_library_path",
          "pending_restart": false,
          "setting": "$libdir",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "dynamic_shared_memory_type",
          "pending_restart": false,
          "setting": "posix",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "effective_cache_size",
          "pending_restart": false,
          "setting": "524288",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "effective_io_concurrency",
          "pending_restart": false,
          "setting": "1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_async_append",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_bitmapscan",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_gathermerge",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_hashagg",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_hashjoin",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_incremental_sort",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_indexonlyscan",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_indexscan",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_material",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_memoize",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_mergejoin",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_nestloop",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_parallel_append",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_parallel_hash",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_partition_pruning",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_partitionwise_aggregate",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_partitionwise_join",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_presorted_aggregate",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_seqscan",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_sort",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "enable_tidscan",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "escape_string_warning",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "event_source",
          "pending_restart": false,
          "setting": "PostgreSQL",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "exit_on_error",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "extension_destdir",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "external_pid_file",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "extra_float_digits",
          "pending_restart": false,
          "setting": "1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "from_collapse_limit",
          "pending_restart": false,
          "setting": "8",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "fsync",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "full_page_writes",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "geqo",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "geqo_effort",
          "pending_restart": false,
          "setting": "5",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "geqo_generations",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "geqo_pool_size",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "geqo_seed",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "geqo_selection_bias",
          "pending_restart": false,
          "setting": "2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "geqo_threshold",
          "pending_restart": false,
          "setting": "12",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "gin_fuzzy_search_limit",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "gin_pending_list_limit",
          "pending_restart": false,
          "setting": "4096",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "gss_accept_delegation",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "hash_mem_multiplier",
          "pending_restart": false,
          "setting": "2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "hba_file",
          "pending_restart": false,
          "setting": "/var/lib/postgresql/data/pg_hba.conf",
          "source": "override",
          "sourcefile": null
        },
        {
          "name": "hot_standby",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "hot_standby_feedback",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "huge_page_size",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "huge_pages",
          "pending_restart": false,
          "setting": "try",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "icu_validation_level",
          "pending_restart": false,
          "setting": "warning",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "ident_file",
          "pending_restart": false,
          "setting": "/var/lib/postgresql/data/pg_ident.conf",
          "source": "override",
          "sourcefile": null
        },
        {
          "name": "idle_in_transaction_session_timeout",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "idle_session_timeout",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "ignore_checksum_failure",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "ignore_invalid_pages",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "ignore_system_indexes",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "in_hot_standby",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "integer_datetimes",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "IntervalStyle",
          "pending_restart": false,
          "setting": "postgres",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_above_cost",
          "pending_restart": false,
          "setting": "100000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_debugging_support",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_dump_bitcode",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_expressions",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_inline_above_cost",
          "pending_restart": false,
          "setting": "500000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_optimize_above_cost",
          "pending_restart": false,
          "setting": "500000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_profiling_support",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_provider",
          "pending_restart": false,
          "setting": "llvmjit",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "jit_tuple_deforming",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "join_collapse_limit",
          "pending_restart": false,
          "setting": "8",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "krb_caseins_users",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "krb_server_keyfile",
          "pending_restart": false,
          "setting": "FILE:/etc/postgresql-common/krb5.keytab",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "lc_messages",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "lc_monetary",
          "pending_restart": false,
          "setting": "C",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "lc_numeric",
          "pending_restart": false,
          "setting": "C",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "lc_time",
          "pending_restart": false,
          "setting": "C",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "listen_addresses",
          "pending_restart": false,
          "setting": "*",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "lo_compat_privileges",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "local_preload_libraries",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "lock_timeout",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_autovacuum_min_duration",
          "pending_restart": false,
          "setting": "600000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_checkpoints",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_connections",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_destination",
          "pending_restart": false,
          "setting": "stderr",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_directory",
          "pending_restart": false,
          "setting": "log",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_disconnections",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_duration",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_error_verbosity",
          "pending_restart": false,
          "setting": "default",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_executor_stats",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_file_mode",
          "pending_restart": false,
          "setting": "0600",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_filename",
          "pending_restart": false,
          "setting": "postgresql-%Y-%m-%d_%H%M%S.log",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_hostname",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_line_prefix",
          "pending_restart": false,
          "setting": "%m [%p] ",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_lock_waits",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_min_duration_sample",
          "pending_restart": false,
          "setting": "-1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_min_duration_statement",
          "pending_restart": false,
          "setting": "-1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_min_error_statement",
          "pending_restart": false,
          "setting": "error",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_min_messages",
          "pending_restart": false,
          "setting": "warning",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_parameter_max_length",
          "pending_restart": false,
          "setting": "-1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_parameter_max_length_on_error",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_parser_stats",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_planner_stats",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_recovery_conflict_waits",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_replication_commands",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_rotation_age",
          "pending_restart": false,
          "setting": "1440",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_rotation_size",
          "pending_restart": false,
          "setting": "10240",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_startup_progress_interval",
          "pending_restart": false,
          "setting": "10000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_statement",
          "pending_restart": false,
          "setting": "none",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_statement_sample_rate",
          "pending_restart": false,
          "setting": "1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_statement_stats",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_temp_files",
          "pending_restart": false,
          "setting": "-1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_timezone",
          "pending_restart": false,
          "setting": "Etc/UTC",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "log_transaction_sample_rate",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "log_truncate_on_rotation",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "logging_collector",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "logical_decoding_work_mem",
          "pending_restart": false,
          "setting": "65536",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "maintenance_io_concurrency",
          "pending_restart": false,
          "setting": "10",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "maintenance_work_mem",
          "pending_restart": false,
          "setting": "65536",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_connections",
          "pending_restart": false,
          "setting": "100",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "max_files_per_process",
          "pending_restart": false,
          "setting": "1000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_function_args",
          "pending_restart": false,
          "setting": "100",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_identifier_length",
          "pending_restart": false,
          "setting": "63",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_index_keys",
          "pending_restart": false,
          "setting": "32",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_locks_per_transaction",
          "pending_restart": false,
          "setting": "64",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_logical_replication_workers",
          "pending_restart": false,
          "setting": "4",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_parallel_apply_workers_per_subscription",
          "pending_restart": false,
          "setting": "2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_parallel_maintenance_workers",
          "pending_restart": false,
          "setting": "2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_parallel_workers",
          "pending_restart": false,
          "setting": "8",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_parallel_workers_per_gather",
          "pending_restart": false,
          "setting": "2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_pred_locks_per_page",
          "pending_restart": false,
          "setting": "2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_pred_locks_per_relation",
          "pending_restart": false,
          "setting": "-2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_pred_locks_per_transaction",
          "pending_restart": false,
          "setting": "64",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_prepared_transactions",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_replication_slots",
          "pending_restart": false,
          "setting": "10",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_slot_wal_keep_size",
          "pending_restart": false,
          "setting": "-1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_stack_depth",
          "pending_restart": false,
          "setting": "2048",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_standby_archive_delay",
          "pending_restart": false,
          "setting": "30000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_standby_streaming_delay",
          "pending_restart": false,
          "setting": "30000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_sync_workers_per_subscription",
          "pending_restart": false,
          "setting": "2",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_wal_senders",
          "pending_restart": false,
          "setting": "10",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "max_wal_size",
          "pending_restart": false,
          "setting": "1024",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "max_worker_processes",
          "pending_restart": false,
          "setting": "8",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "min_dynamic_shared_memory",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "min_parallel_index_scan_size",
          "pending_restart": false,
          "setting": "64",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "min_parallel_table_scan_size",
          "pending_restart": false,
          "setting": "1024",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "min_wal_size",
          "pending_restart": false,
          "setting": "80",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "old_snapshot_threshold",
          "pending_restart": false,
          "setting": "-1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "parallel_leader_participation",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "parallel_setup_cost",
          "pending_restart": false,
          "setting": "1000",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "parallel_tuple_cost",
          "pending_restart": false,
          "setting": "0.1",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "password_encryption",
          "pending_restart": false,
          "setting": "scram-sha-256",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "pg_stat_statements.max",
          "pending_restart": false,
          "setting": "10000",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "pg_stat_statements.save",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "pg_stat_statements.track",
          "pending_restart": false,
          "setting": "all",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "pg_stat_statements.track_planning",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "pg_stat_statements.track_utility",
          "pending_restart": false,
          "setting": "off",
          "source": "configuration file",
          "sourcefile": "/etc/postgresql/postgresql.conf"
        },
        {
          "name": "plan_cache_mode",
          "pending_restart": false,
          "setting": "auto",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "port",
          "pending_restart": false,
          "setting": "5432",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "post_auth_delay",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "pre_auth_delay",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "primary_conninfo",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "primary_slot_name",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "quote_all_identifiers",
          "pending_restart": false,
          "setting": "off",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "random_page_cost",
          "pending_restart": false,
          "setting": "4",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_end_command",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_init_sync_method",
          "pending_restart": false,
          "setting": "fsync",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_min_apply_delay",
          "pending_restart": false,
          "setting": "0",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_prefetch",
          "pending_restart": false,
          "setting": "try",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_target",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_target_action",
          "pending_restart": false,
          "setting": "pause",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_target_inclusive",
          "pending_restart": false,
          "setting": "on",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_target_lsn",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_target_name",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_target_time",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_target_timeline",
          "pending_restart": false,
          "setting": "latest",
          "source": "default",
          "sourcefile": null
        },
        {
          "name": "recovery_target_xid",
          "pending_restart": false,
          "setting": "",
          "source": "default",
          "sourcefile": null
        },
        {
